mah_id,mah_name,ilce_name,score_final,score_within_type,cluster_label,cluster_num,geo_type,geo_cap,composite_raw,pop,poi_density_per_km2,mean_elevation_m,centroid_lat,centroid_lon,demographics,built_activity,accessibility,morphology,environment,seasonality
akseki_aksahap,AKŞAHAP,Akseki,3.4793362271586714,5.051546391739557,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,5.4824561403448655,83.0,0.0225625043982782,1040.0434372929403,37.09119871,31.70420097,-1.5395839071211697,-7.252646555580809,-1.2463088645130846,-2.1962645531171208,-4.598042533520909,0.4603939768203771
akseki_alacesme,ALAÇEŞME,Akseki,0.49360191716302204,0.7216494845342225,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,0.7675438596482812,46.0,0.0,863.4617730512849,36.96751411,31.74890582,-1.8584203074848324,-5.95855087273181,-3.070725425546444,-2.2458691434910354,-2.575828630857937,0.2943521169594901
akseki_asagiasiklar,AŞAĞIAŞIKLAR,Akseki,0.7756601555418919,1.1340206185537784,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,1.2061403508758706,57.0,0.0,941.5858221484016,36.94108581,31.73311008,-1.8333793807763576,-6.65401734924713,-2.3508536911326354,-3.060587558134113,-2.7525613263238355,0.5117561452496939
akseki_bademli,BADEMLİ,Akseki,15.52618014104268,21.958762886541344,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,25.657894736813976,356.0,0.1364705666919191,1538.473820452813,37.32922948,31.72722662,-0.5099089995765829,-6.385984967831412,-2.482674372541765,-0.6787302927770832,-6.0014256017983945,0.3708153059311164
akseki_belenalan,BELENALAN,Akseki,1.7628639898679357,2.577319587622223,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,2.7412280701724328,36.0,0.1477541371158392,1061.5193952549855,37.00437111,31.79036961,-1.8584203074848324,-6.171946125543295,-2.8577632720512645,-2.426993510671768,-2.678625213923909,0.2578198562808151
akseki_bucakalan,BUCAKALAN,Akseki,0.07051455959471745,0.10309278350488894,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,0.10964912280689731,59.0,0.0,986.4453482966776,36.99150847,31.77754144,-1.8059375067753016,-6.224907441244094,-3.4594393946694377,-2.7331519446003143,-2.4637859497098824,0.3429141230657592
akseki_bucakkisla,BUCAKKIŞLA,Akseki,0.9166892747313267,1.340206185563556,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,1.4254385964896652,43.0,0.2140918579314263,1227.6689818504678,37.07012444,31.74193799,-1.8584203074848324,-7.418442343698477,-3.2791771610287506,-2.120117389451692,-2.6702903423084345,-0.03038727545184
akseki_buyukalan,BÜYÜKALAN,Akseki,27.46534183391261,35.463917525681794,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,52.30263157889002,728.0,0.8390465824843004,964.7992303351112,37.00133592,31.74082798,-0.0644355827574389,-4.291958124296524,-1.36339776608491,-0.2868442472044358,-2.129373419501435,-0.4124260374441163
akseki_ceceler,CECELER,Akseki,6.112497739180734,8.865979381420448,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,9.649122807006965,110.0,0.0268749171748646,1572.0627741675205,37.19906756,31.85063831,-1.3270039768067463,-5.733490942791839,-2.183743742027681,-0.1972824198498567,-2.6640021349236758,0.6657370491160843
akseki_cemerler,CEMERLER,Akseki,2.9857343099956495,4.3298969072053355,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,4.714912280696584,86.0,0.1172978149293843,722.7770346244167,36.94269807,31.76759684,-1.512423653050639,-6.196991841536211,-2.91124692392892,-1.0747366578653457,-2.0787808421873937,0.1439399265393179
akseki_cendeve,CENDEVE,Akseki,0.2115436787841523,0.30927835051466684,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,0.32894736842069194,69.0,0.0,884.8917768831316,36.98142969,31.71736107,-1.6825664655975243,-7.872660551691711,-2.350140135900684,-2.644137505533602,-2.9138590382770877,0.2620784380061338
akseki_cevizli,CEVİZLİ,Akseki,27.606370953102044,35.67010309269157,F - En Dusuk,5,Daglık / Yukari Yerlesim,40,52.52192982450381,708.0,0.6751724754462453,1233.0165418727406,37.19792262,31.77047868,-0.0810835043077948,-3.665636721074945,-1.6837159561156927,-0.6151945593717884,5.122261681370556,0.2801854484901891
